Gemeinde,coordinatex,coordinatey,name,streetNumber,zip,region,telephone,fax,openingHours,markettype,uid
Schaffhausen,47.722321,8.655228,SPAR Supermarkt Schaffhausen,Stettemerstrasse 40,8207,"{'isoCode': 'SH', 'localName': 'Schaffhausen', 'nameEn': 'Schaffhausen', 'uid': 120}",052 640 12 28,052 640 12 29,"[{'pretext': 'Montag', 'date': None, 'text': '06:30 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 753}, {'pretext': 'Dienstag', 'date': None, 'text': '06:30 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9159}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:30 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9160}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:30 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9161}, {'pretext': 'Freitag', 'date': None, 'text': '06:30 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9162}, {'pretext': 'Samstag', 'date': None, 'text': '06:30 - 18:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1180}, {'pretext': 'Sonntag', 'date': None, 'text': '09:00 - 18:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 3690}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",138
Pratteln,47.533667,7.710403,SPAR Supermarkt Pratteln,Längistrasse 14,4133,"{'isoCode': 'BL', 'localName': 'Basel-Landschaft', 'nameEn': 'Basel Landschaft', 'uid': 108}",061 811 34 64,061 813 94 72,"[{'pretext': 'Montag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 758}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9163}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9164}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9165}, {'pretext': 'Freitag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9166}, {'pretext': 'Samstag', 'date': None, 'text': '08:00\xa0- 18:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 759}, {'pretext': 'Sonntag', 'date': None, 'text': '09:00\xa0- 17:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 760}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",139
Speicher,47.409146,9.444262,SPAR Supermarkt Speicher,Hauptstrasse 9,9042,"{'isoCode': 'AR', 'localName': 'Appenzell Ausserrhoden', 'nameEn': 'Appenzell Ausserrhoden', 'uid': 106}",071 344 40 46,,"[{'pretext': 'Montag', 'date': None, 'text': '07:30\xa0- 18:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 775}, {'pretext': 'Dienstag', 'date': None, 'text': '07:30\xa0- 18:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9171}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:30\xa0- 18:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9172}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:30\xa0- 18:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9173}, {'pretext': 'Freitag', 'date': None, 'text': '07:30\xa0- 18:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9174}, {'pretext': 'Samstag', 'date': None, 'text': '07:30\xa0- 16:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1181}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",141
Amriswil,47.545121,9.285435,SPAR Supermarkt Amriswil mit TS Tamoil,Weinfelderstrasse 74,8580,"{'isoCode': 'TG', 'localName': 'Thurgau', 'nameEn': 'Thurgau', 'uid': 123}",071 410 03 10,071 410 03 11,"[{'pretext': 'Montag', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 779}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9175}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9176}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9177}, {'pretext': 'Freitag', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9178}, {'pretext': 'Samstag', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9179}, {'pretext': 'Sonntag', 'date': None, 'text': '08:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 780}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",142
Teufen,47.390957,9.385693,SPAR Supermarkt Teufen,Hauptstrasse 2,9053,"{'isoCode': 'AR', 'localName': 'Appenzell Ausserrhoden', 'nameEn': 'Appenzell Ausserrhoden', 'uid': 106}",071 333 16 01,071 333 16 02,"[{'pretext': 'Montag', 'date': None, 'text': '07:30\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 784}, {'pretext': 'Dienstag', 'date': None, 'text': '07:30\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9180}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:30\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9181}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:30\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9182}, {'pretext': 'Freitag', 'date': None, 'text': '07:30\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 785}, {'pretext': 'Samstag', 'date': None, 'text': '07:30\xa0- 17:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1182}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",143
Bürglen,47.549312,9.152724,SPAR Supermarkt Bürglen,Bahnhofstrasse 1,8575,"{'isoCode': 'TG', 'localName': 'Thurgau', 'nameEn': 'Thurgau', 'uid': 123}",071 630 07 80,071 630 07 81,"[{'pretext': 'Montag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 789}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9183}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9184}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9185}, {'pretext': 'Freitag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9186}, {'pretext': 'Samstag', 'date': None, 'text': '07:00\xa0- 17:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 790}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",144
Buchrain,47.096264,8.351372,SPAR Supermarkt Buchrain,Unterdorfstrasse,6033,"{'isoCode': 'LU', 'localName': 'Luzern', 'nameEn': 'Lucerne', 'uid': 115}",041 440 00 35,041 440 00 91,"[{'pretext': 'Montag', 'date': None, 'text': '07:30 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 794}, {'pretext': 'Dienstag', 'date': None, 'text': '07:30 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9187}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:30 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9188}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:30 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9189}, {'pretext': 'Freitag', 'date': None, 'text': '07:30 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9190}, {'pretext': 'Samstag', 'date': None, 'text': '07:30 - 17:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 795}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",146
Seewen,47.028051,8.632005,SPAR Supermarkt Seewen,Hausmatt 1- 3,6423,"{'isoCode': 'SZ', 'localName': 'Schwyz', 'nameEn': 'Schwyz', 'uid': 122}",041 813 11 35,041 813 11 36,"[{'pretext': 'Montag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 800}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9191}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9192}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9193}, {'pretext': 'Freitag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9194}, {'pretext': 'Samstag', 'date': None, 'text': '07:00\xa0- 17:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 801}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",147
Regensdorf,47.445657,8.46292,SPAR Supermarkt Regensdorf,Pumpwerkstrasse 56,8105,"{'isoCode': 'ZH', 'localName': 'Zürich', 'nameEn': 'Zurich', 'uid': 129}",044 884 34 85,044 884 34 86,"[{'pretext': 'Montag', 'date': None, 'text': '06:00\xa0- 21:00\xa0Uhr', 'posttext': 'durchgehend geöffnet, Sonderöffnungszeiten bis auf Weiteres', 'group': '', 'uid': 805}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00\xa0- 21:00\xa0Uhr', 'posttext': 'durchgehend geöffnet, Sonderöffnungszeiten bis auf Weiteres', 'group': '', 'uid': 9195}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00\xa0- 21:00\xa0Uhr', 'posttext': 'durchgehend geöffnet, Sonderöffnungszeiten bis auf Weiteres', 'group': '', 'uid': 9196}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00\xa0- 21:00\xa0Uhr', 'posttext': 'durchgehend geöffnet, Sonderöffnungszeiten bis auf Weiteres', 'group': '', 'uid': 9197}, {'pretext': 'Freitag', 'date': None, 'text': '06:00\xa0- 21:00\xa0Uhr', 'posttext': 'durchgehend geöffnet, Sonderöffnungszeiten bis auf Weiteres', 'group': '', 'uid': 9198}, {'pretext': 'Samstag', 'date': None, 'text': '06:00\xa0- 21:00\xa0Uhr', 'posttext': 'durchgehend geöffnet, Sonderöffnungszeiten bis auf Weiteres', 'group': '', 'uid': 9199}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",148
St. Gallen,47.402866,9.336674,SPAR Supermarkt St. Gallen Wolfganghof,Wolfganghof 2,9014,"{'isoCode': 'SG', 'localName': 'St. Gallen', 'nameEn': 'St. Gallen', 'uid': 119}",071 278 62 67,071 260 16 60,"[{'pretext': 'Montag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 808}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9200}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9201}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 809}, {'pretext': 'Freitag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 810}, {'pretext': 'Samstag', 'date': None, 'text': '07:00\xa0- 17:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1184}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",149
Zürich-Affoltern,47.423121,8.499305,SPAR Supermarkt Zürich,Wehntalerstrasse 634,8046,"{'isoCode': 'ZH', 'localName': 'Zürich', 'nameEn': 'Zurich', 'uid': 129}",044 372 90 22,044 372 90 23,"[{'pretext': 'Montag', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 814}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9202}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9203}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9204}, {'pretext': 'Freitag', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9205}, {'pretext': 'Samstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1185}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",150
Zürich,47.370326,8.556885,SPAR Supermarkt Zürich Dolderstrasse,Dolderstrasse 5,8032,"{'isoCode': 'ZH', 'localName': 'Zürich', 'nameEn': 'Zurich', 'uid': 129}",044 261 46 00,044 261 46 47,"[{'pretext': 'Montag', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 820}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9206}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9207}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9208}, {'pretext': 'Freitag', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9209}, {'pretext': 'Samstag', 'date': None, 'text': '07:00\xa0- 18:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 821}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",632
Rotkreuz,47.141218,8.430888,SPAR Supermarkt Rotkreuz,Buonaserstrasse 17,6343,"{'isoCode': 'ZG', 'localName': 'Zug', 'nameEn': 'Zug', 'uid': 128}",041 790 78 04,041 790 78 05,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 824}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9210}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9211}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9212}, {'pretext': 'Freitag', 'date': None, 'text': '06:00\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet ', 'group': '', 'uid': 1186}, {'pretext': 'Samstag', 'date': None, 'text': '06:00\xa0- 17:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1187}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",151
Davos Platz,46.793481,9.823409,SPAR Supermarkt Davos Platz,Talstrasse 8,7270,"{'isoCode': 'GR', 'localName': 'Graubünden', 'nameEn': 'Graubünden', 'uid': 113}",081 413 65 80,081 413 22 94,"[{'pretext': 'Montag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 828}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9213}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9214}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9215}, {'pretext': 'Freitag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9216}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 18:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 830}, {'pretext': 'Sonntag', 'date': None, 'text': 'geschlossen', 'posttext': '', 'group': '', 'uid': 3668}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",152
Wittenbach,47.460677,9.388179,SPAR Supermarkt Wittenbach,Im Zentrum 2,9300,"{'isoCode': 'SG', 'localName': 'St. Gallen', 'nameEn': 'St. Gallen', 'uid': 119}",071 290 20 41 / 43 Metzgerei,071 290 20 42,"[{'pretext': 'Montag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 837}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9217}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9218}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9219}, {'pretext': 'Freitag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9220}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 17:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 1190}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",153
Heimberg,46.781124,7.603995,SPAR Supermarkt Heimberg mit TS Tamoil,Gurnigelstrasse 38,3627,"{'isoCode': 'BE', 'localName': 'Bern', 'nameEn': 'Bern', 'uid': 107}",033 438 01 71,033 438 01 72,"[{'pretext': 'Montag', 'date': None, 'text': '06:00\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 843}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9650}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9651}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9652}, {'pretext': '20:00 Uhr\xa0- 22:00 Uhr', 'date': None, 'text': 'auf 120m2 geöffnet', 'posttext': '', 'group': '', 'uid': 844}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 21:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 845}, {'pretext': '21:30 Uhr\xa0- 22:00 Uhr', 'date': None, 'text': 'auf 120m2 geöffnet', 'posttext': '', 'group': '', 'uid': 846}, {'pretext': 'Samstag', 'date': None, 'text': '06:00 - 17:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 847}, {'pretext': '17:00\xa0- 22:00 Uhr', 'date': None, 'text': 'auf 120m2 geöffnet', 'posttext': '', 'group': '', 'uid': 848}, {'pretext': 'Sonntag', 'date': None, 'text': '06:00\xa0- 22:00 Uhr', 'posttext': 'auf 120m2 durchgehend geöffnet', 'group': '', 'uid': 849}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",154
Gerlafingen,47.170544,7.574961,SPAR Supermarkt Gerlafingen mit TS Tamoil,Kriegstettenstrasse 14,4563,"{'isoCode': 'SO', 'localName': 'Solothurn', 'nameEn': 'Solothurn', 'uid': 121}",032 675 74 80,032 675 74 81,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 854}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9221}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9222}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9223}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9224}, {'pretext': 'Samstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9225}, {'pretext': 'Sonntag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9226}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",155
Baden-Dättwil,47.451575,8.28993,SPAR Supermarkt Baden-Dättwil mit TS Tamoil,Mellingerstrasse 208,5405,"{'isoCode': 'AG', 'localName': 'Aargau', 'nameEn': 'Aargau', 'uid': 104}",056 470 30 60,056 470 30 61,"[{'pretext': 'Montag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 864}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9227}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9228}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9229}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9230}, {'pretext': 'Samstag', 'date': None, 'text': '06:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9231}, {'pretext': 'Sonntag', 'date': None, 'text': '07:00 - 22:00 Uhr', 'posttext': 'durchgehend geöffnet auf 120m2', 'group': '', 'uid': 865}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",156
Schötz,47.170266,7.987656,SPAR Supermarkt Schötz,Ohmstalerstrasse 8,6247,"{'isoCode': 'LU', 'localName': 'Luzern', 'nameEn': 'Lucerne', 'uid': 115}",041 980 16 12,,"[{'pretext': 'Montag', 'date': None, 'text': '6:00 - 18:30 Uhr', 'posttext': '', 'group': '', 'uid': 3910}, {'pretext': 'Dienstag', 'date': None, 'text': '6:00 - 18:30 Uhr', 'posttext': '', 'group': '', 'uid': 9232}, {'pretext': 'Mittwoch', 'date': None, 'text': '6:00 - 18:30 Uhr', 'posttext': '', 'group': '', 'uid': 9233}, {'pretext': 'Donnerstag', 'date': None, 'text': '6:00 - 18:30 Uhr', 'posttext': '', 'group': '', 'uid': 9234}, {'pretext': 'Freitag', 'date': None, 'text': '6:00 - 18:30 Uhr', 'posttext': '', 'group': '', 'uid': 9235}, {'pretext': 'Samstag', 'date': None, 'text': '7:00 - 15:00 Uhr', 'posttext': '', 'group': '', 'uid': 3911}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",808
Wangen,47.189712,8.896444,SPAR Supermarkt Wangen SZ,Bahnhofstrasse 12,8855,"{'isoCode': 'SZ', 'localName': 'Schwyz', 'nameEn': 'Schwyz', 'uid': 122}",055 450 88 88,055 450 88 80,"[{'pretext': 'Montag', 'date': None, 'text': '07:00 - 19:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 879}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00 - 19:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9236}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00 - 19:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9237}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00 - 19:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9238}, {'pretext': 'Freitag', 'date': None, 'text': '07:00 - 19:30 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 9239}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 19.00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 880}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",159
