xtf_id,Nummer,Bezeichnung,BetrieblicheBezeichnung,Laenge,Kantenhoehe,Gueltigkeit_BeginnGueltigkeit,Gueltigkeit_EndeGueltigkeit,Gueltigkeit_Stand,rHaltestelle,E,N,H
ch14uvag00233855,ch:1:sloid:91082::1,,1,,,20220207,,20220508,ch14uvag00065014,2682609,1245130,413.3
ch14uvag00236329,ch:1:sloid:73657::12,,12,,,20220207,,20220508,ch14uvag00064013,2698198,1261176,447.6
ch14uvag00229493,ch:1:sloid:90930::11,,11,,,20220207,,20220508,ch14uvag00064004,2696949,1262655,438.7
ch14uvag00239233,ch:1:sloid:80216::1,,1,,,20210201,,20220508,ch14uvag00060202,2783848.07779,1151877.3174,1832.2
ch14uvag00235501,ch:1:sloid:91367::80,,80,,,20210720,,20220508,ch14uvag00065312,2682768,1247892,408.6
ch14uvag00231259,ch:1:sloid:87057:0:973093,C,cvin02,20.00,0.00,20220408,,20220508,ch14uvag00046792,2500029.34139,1118496.70159,384
ch14uvag00238144,ch:1:sloid:77164::3,,3,,,20210201,,20220508,ch14uvag00042097,2669086.35632,1217298.9841,419.5
ch14uvag00236169,ch:1:sloid:90729::50,,50,,,20220207,,20220508,ch14uvag00055138,2680040,1257723,437.2
ch14uvag00232445,ch:1:sloid:96016:1:1,,1,,,20200703,,20220508,ch14uvag00220365,2612336.681,1269026.744,255.7
ch14uvag00229414,ch:1:sloid:90948::50,,50,,,20220207,,20220508,ch14uvag00064033,2699357,1261237,452.8
ch14uvag00229415,ch:1:sloid:90948::51,,51,,,20220207,,20220508,ch14uvag00064033,2699394,1261214,453
ch14uvag00248012,ch:1:sloid:89623:0:655452,,8962302,18.00,22.00,20220301,,20220508,ch14uvag00060098,2744982,1254541,689
ch14uvag00248009,ch:1:sloid:89621:0:516090,,8962101,25.00,22.00,20220301,,20220508,ch14uvag00060097,2743421,1252094,680
ch14uvag00248008,ch:1:sloid:89617:0:240387,,8961702,20.00,12.00,20220301,,20220508,ch14uvag00060092,2748161,1256056,655
ch14uvag00230111,ch:1:sloid:91013::51,,51,,,20220207,,20220508,ch14uvag00064124,2694191,1262905,416.1
ch14uvag00246996,ch:1:sloid:87278:0:1,,1,,,20220301,,20220508,ch14uvag00064762,2682632,1224661,549.9
ch14uvag00246994,ch:1:sloid:87280:0:1,,1,,,20220301,,20220508,ch14uvag00064761,2682434,1226273,432
ch14uvag00233817,ch:1:sloid:80522::5,,5,,,20220207,,20220508,ch14uvag00065052,2681733,1249496,403.1
ch14uvag00243007,ch:1:sloid:78843::115602,,2,,,20211212,,20220508,ch14uvag00042633,2712182,1153562,1333.1
ch14uvag00247084,ch:1:sloid:77416:0:1,,1,,,20220301,,20220508,ch14uvag00063145,2681822,1216675,416
ch14uvag00247082,ch:1:sloid:95337:0:1,,1,,,20220301,,20220508,ch14uvag00063143,2682007,1217436,523
ch14uvag00247063,ch:1:sloid:77140:0:2,,2,,,20220301,,20220508,ch14uvag00044445,2672333,1222299,437
ch14uvag00247072,ch:1:sloid:87695:0:1,,1,,,20220301,,20220508,ch14uvag00059565,2671853,1227893,462
ch14uvag00247075,ch:1:sloid:77594:0:2,,2,,,20220301,,20220508,ch14uvag00059568,2672453,1227363,427
ch14uvag00233812,ch:1:sloid:80522::10,,10,,,20220207,,20220508,ch14uvag00065052,2681816,1249428,403.1
ch14uvag00247091,ch:1:sloid:93443:0:2,,2,,,20220301,,20220508,ch14uvag00064723,2681377,1225426,420
ch14uvag00247095,ch:1:sloid:7264:0:2,,2,,,20220301,,20220508,ch14uvag00225332,2681616,1224274,429
ch14uvag00230324,ch:1:sloid:78143:1:20,E,20,,,20200703,,20220508,ch14uvag00040026,2611399.944,1266396.273,278.5
ch14uvag00228925,ch:1:sloid:92763:0:909479,,mneu01,20.00,14.00,20200106,,20220508,ch14uvag00043715,2506812.436,1124078.24,430
ch14uvag00245439,ch:1:sloid:9611:0:01,,1,,,20211212,,20220508,ch14uvag00223704,2756811,1214577,471
ch14uvag00243215,ch:1:sloid:8086:0:545858,2,2,160.12,55.00,20210817,,20220508,ch14uvag00062149,2608713.00718,1219845.16995,475
ch14uvag00243803,ch:1:sloid:90244:0:02,,2,,,20200507,,20220508,ch14uvag00054595,2666820.939,1256035.002,393.3
ch14uvag00243796,ch:1:sloid:90236:0:01,,1,,,20200507,,20220508,ch14uvag00045236,2666675.946,1259418.013,422.6
ch14uvag00243826,ch:1:sloid:90248:0:01,,1,,,20200507,,20220508,ch14uvag00054599,2666993.94,1255824.999,395.5
ch14uvag00238375,ch:1:sloid:89773::2,B,2,,,20210201,,20220508,ch14uvag00052420,2665397.45958,1211782.19149,434.9
ch14uvag00244644,ch:1:sloid:74418:0:01,,1,,,20211212,,20220508,ch14uvag00223790,2758615,1221070,497
ch14uvag00230083,ch:1:sloid:3866::50,,50,,,20220207,,20220508,ch14uvag00063098,2691385,1232494,528.2
ch14uvag00243312,ch:1:sloid:89498::529502,,1,,,20211212,,20220508,ch14uvag00043249,2723904,1077364,231.3
ch14uvag00229961,ch:1:sloid:88063:1:1,,1,,,20200703,,20220508,ch14uvag00040103,2612247.825,1264639.729,308.8
ch14uvag00240957,ch:1:sloid:87622:0:02,,2,,,20210401,,20220508,ch14uvag00041124,2586841,1222311,444.6
ch14uvag00236761,ch:1:sloid:30417:0:984736,,2,,,20210211,,20220508,ch14uvag00043279,2690291,1190227,602.6
ch14uvag00229889,ch:1:sloid:89291:1:1,,1,,,20200703,,20220508,ch14uvag00040033,2611427.705,1264652.027,344.5
ch14uvag00239232,ch:1:sloid:74956::2,,2,,,20210201,,20220508,ch14uvag00060927,2782261.63524,1148096.59427,1807.7
ch14uvag00231872,ch:1:sloid:88104:1:1,,12,,,20001013,,20220508,ch14uvag00059857,2617387.27,1171289.058,618.9
ch14uvag00238939,ch:1:sloid:5667::1,A,A,,,20210201,,20220508,ch14uvag00039057,2694145.70674,1180569.99922,522.5
ch14uvag00228828,ch:1:sloid:93122:0:528967,,silo01,20.00,14.00,20200106,,20220508,ch14uvag00061373,2505558.387,1117293.201,425.9
ch14uvag00244921,ch:1:sloid:93951:0:2,,2,21.00,13.00,20211212,,20220508,ch14uvag00050545,2555432.87263,1144649.47837,385.4
ch14uvag00241496,ch:1:sloid:92491:0:02,,2,,,20210401,,20220508,ch14uvag00062358,2589872,1226505,705.1
ch14uvag00226264,ch:1:sloid:87974::50,,50,,,20220207,,20220508,ch14uvag00045376,2687314,1239742,419.3
ch14uvag00239046,ch:1:sloid:89841::1,,1,,,20210201,,20220508,ch14uvag00052503,2666447.34507,1210060.41782,478.9
ch14uvag00238271,ch:1:sloid:89832::4,A,4,,,20210201,,20220508,ch14uvag00052490,2668841.2426,1212067.27317,462
ch14uvag00225977,ch:1:sloid:3251::51,,51,,,20220207,,20220508,ch14uvag00063672,2702882,1242665,544
ch14uvag00227799,ch:1:sloid:76:1:3,,3,,,20200703,,20220508,ch14uvag00054257,2613738.406,1262370.349,298
ch14uvag00231435,ch:1:sloid:88005::50,,50,,,20220207,,20220508,ch14uvag00048595,2688514,1238039,439.2
ch14uvag00231504,ch:1:sloid:89110::50,,50,,,20220207,,20220508,ch14uvag00048886,2686723,1235723,444.8
ch14uvag00228302,ch:1:sloid:92745:0:235409,,frdi01,20.00,13.00,20200106,,20220508,ch14uvag00043522,2503492.391,1119612.16,476.4
ch14uvag00233653,ch:1:sloid:88905:0:2,,2,,,20200703,,20220508,ch14uvag00057687,2608346,1193612,543.9
ch14uvag00230900,ch:1:sloid:7872:1:2,,14,,,20061210,,20220508,ch14uvag00063434,2605566.907,1178159.625,646
ch14uvag00226415,ch:1:sloid:90525::50,,50,,,20220207,,20220508,ch14uvag00044406,2673470,1250336,389.2
ch14uvag00242335,ch:1:sloid:5391::48102,11,2,,,20211212,,20220508,ch14uvag00052196,2716901,1095859,330.4
ch14uvag00226844,ch:1:sloid:88075:1:1,,1,,,20200703,,20220508,ch14uvag00049482,2630127.417,1251460.354,557.7
ch14uvag00232911,ch:1:sloid:76988:0:2,,2,,,20190101,,20220508,ch14uvag00040730,2601299.81,1201676.087,552.959
ch14uvag00231595,ch:1:sloid:94961:0:28534,,grvi01,,,20200106,,20220508,ch14uvag00053379,2495347.288,1121487.16,433.1
ch14uvag00235102,ch:1:sloid:91824::90,,90,,,20210720,,20220508,ch14uvag00065015,2681537,1246366,423
ch14uvag00237600,ch:1:sloid:77377::1,,1,,,20210201,,20220508,ch14uvag00038886,2692115.93611,1192502.08145,475.8
ch14uvag00226662,ch:1:sloid:88735::50,,50,,,20220207,,20220508,ch14uvag00047481,2695173,1255381,501.6
ch14uvag00245353,ch:1:sloid:74425:0:02,,2,,,20211212,,20220508,ch14uvag00223794,2758732,1230419,439
ch14uvag00227385,ch:1:sloid:90898::50,,50,,,20220207,,20220508,ch14uvag00063292,2688168,1252206,451.6
ch14uvag00226506,ch:1:sloid:90647::52,,52,,,20220207,,20220508,ch14uvag00048579,2688701,1237540,412.7
ch14uvag00233714,ch:1:sloid:91256::85,,85,,,20210720,,20220508,ch14uvag00065199,2683871,1252079,429
ch14uvag00235137,ch:1:sloid:72:1:6,,6,,,20200703,,20220508,ch14uvag00049069,2608906.411,1261566.347,301
ch14uvag00242129,ch:1:sloid:90503::80,,80,,,20210720,,20220508,ch14uvag00040207,2689403,1255913,474.2
ch14uvag00231183,ch:1:sloid:76869:1:1,,10,,,19930201,,20220508,ch14uvag00049056,2615387.916,1177376.811,562.5
ch14uvag00247176,ch:1:sloid:87250:0:1,,1,,,20220301,,20220508,ch14uvag00058877,2662439,1235536,671
ch14uvag00227038,ch:1:sloid:3375::50,,50,,,20220207,,20220508,ch14uvag00050082,2698470,1257088,627.4
ch14uvag00227430,ch:1:sloid:90614::50,,50,,,20220207,,20220508,ch14uvag00046947,2673529,1252574,401.7
ch14uvag00230905,ch:1:sloid:88766:1:1,,1,,,20200703,,20220508,ch14uvag00040046,2611424.223,1268657.404,253.8
ch14uvag00238139,ch:1:sloid:30469:0:436308,,1,,,20210211,,20220508,ch14uvag00059360,2716196,1086070,645.3
ch14uvag00225629,ch:1:sloid:87653::50,,50,,,20220207,,20220508,ch14uvag00044623,2689438,1250568,439.8
ch14uvag00233764,ch:1:sloid:91285::11,,11,,,20220207,,20220508,ch14uvag00065229,2681942,1251828,457.8
ch14uvag00230123,ch:1:sloid:91015::13,,13,,,20220207,,20220508,ch14uvag00064129,2693757,1263408,409.2
ch14uvag00243639,ch:1:sloid:90310:0:02,B,2,,,20200507,,20220508,ch14uvag00063635,2667760.953,1256464,403.9
ch14uvag00242425,ch:1:sloid:7472:0:730606,3,3,205.63,35.00,20210817,,20220508,ch14uvag00039488,2631254.32123,1129039.7094,931.6
ch14uvag00234564,ch:1:sloid:80640:0:1,,1,,,20200703,,20220508,ch14uvag00054295,2608414.357,1191633.909,521.5
ch14uvag00243133,ch:1:sloid:3778:0:01,,1,,,20200507,,20220508,ch14uvag00061737,2661872.902,1260122.074,368.8
ch14uvag00243120,ch:1:sloid:90233:0:01,,1,,,20200507,,20220508,ch14uvag00045233,2666740.948,1259535.012,442.8
ch14uvag00244558,ch:1:sloid:74342:0:01,,1,,,20211212,,20220508,ch14uvag00223751,2757697,1226654,469
ch14uvag00244545,ch:1:sloid:74421:0:01,,1,,,20211212,,20220508,ch14uvag00223848,2759864,1220267,849
ch14uvag00244561,ch:1:sloid:82436:0:01,,1,,,20211212,,20220508,ch14uvag00223700,2756683,1226161,447
ch14uvag00236783,ch:1:sloid:31053:0:79456,,1,,,20210211,,20220508,ch14uvag00099753,2769927,1183730.001,2048.4
ch14uvag00226237,ch:1:sloid:95129::51,,51,,,20220207,,20220508,ch14uvag00044440,2689128,1253752,445.7
ch14uvag00239322,ch:1:sloid:7194:0:917643,,1,,,20210211,,20220508,ch14uvag00040249,2625360,1172200.001,1548.6
ch14uvag00242256,ch:1:sloid:7297:0:586593,1,1,240.37,55.00,20210817,,20220508,ch14uvag00055443,2610773.82689,1167639.42143,670.5
ch14uvag00230087,ch:1:sloid:71478:0:1,,1,,,20190101,,20220508,ch14uvag00042502,2595671.616,1220654.461,465.922
ch14uvag00230877,ch:1:sloid:89383:1:1,,1,,,20200703,,20220508,ch14uvag00040188,2611887.204,1265389.183,282.7
ch14uvag00247733,ch:1:sloid:77561:0:1,,1,,,20220301,,20220508,ch14uvag00039709,2682096,1227052,436
ch14uvag00239482,ch:1:sloid:5259:0:453507,,1,,,20210211,,20220508,ch14uvag00038873,2694834.749,1153168.562,1377.2
ch14uvag00228562,ch:1:sloid:88475:1:4,,12,,,20020829,,20220508,ch14uvag00055281,2609044.847,1173912.136,682.8
ch14uvag00228525,ch:1:sloid:76841:1:3,,13,,,19990101,,20220508,ch14uvag00054786,2610733.001,1172811.791,632.8
ch14uvag00247761,ch:1:sloid:2287:0:2,,2,,,20220301,,20220508,ch14uvag00055003,2688947,1221024,729
ch14uvag00234140,ch:1:sloid:95710::50,,50,,,20220207,,20220508,ch14uvag00166235,2682751,1255851,432.5
ch14uvag00233060,ch:1:sloid:75992::50,,50,,,20220207,,20220508,ch14uvag00040231,2708272,1246846,654.1
ch14uvag00244682,ch:1:sloid:74349:0:02,,2,,,20211212,,20220508,ch14uvag00223805,2759082,1231716,459
ch14uvag00229456,ch:1:sloid:6899::53,E,53,,,20210720,,20220508,ch14uvag00064041,2696820,1261714,439
ch14uvag00240879,ch:1:sloid:76959::769593,,769593,,,20210101,,20220508,ch14uvag00055378,2619333,1225414,463
ch14uvag00237302,ch:1:sloid:31033:0:903948,,2,,,20210211,,20220508,ch14uvag00099614,2634428,1157801,1939.2
ch14uvag00244669,ch:1:sloid:76755:0:01,,1,,,20211212,,20220508,ch14uvag00223820,2759374,1230021,443
ch14uvag00244728,ch:1:sloid:82567:0:01,,1,,,20211212,,20220508,ch14uvag00223863,2760473,1235382,434
ch14uvag00227384,ch:1:sloid:90898::51,,51,,,20220207,,20220508,ch14uvag00063292,2688168,1252210,451.6
ch14uvag00226361,ch:1:sloid:90535::50,,50,,,20220207,20221210,20220508,ch14uvag00044417,2672393,1251361,387.4
ch14uvag00235674,ch:1:sloid:91361::10,,10,,,20220207,,20220508,ch14uvag00065306,2678899,1249534,398.2
ch14uvag00234886,ch:1:sloid:91185::21,,21,,,20220207,,20220508,ch14uvag00065125,2684992,1251507,430.9
ch14uvag00226362,ch:1:sloid:90535::51,,51,,,20220207,20221210,20220508,ch14uvag00044417,2672388,1251353,387.4
ch14uvag00245569,ch:1:sloid:3095:0:304105,,1,,,20211212,,20220508,ch14uvag00059786,2681867.70264,1241536.45583,443.6
ch14uvag00225938,ch:1:sloid:90753::50,,50,,,20220207,,20220508,ch14uvag00056019,2689594,1246905,583.8
ch14uvag00230153,ch:1:sloid:92997:0:951274,,marb00,24.00,14.00,20200106,,20220508,ch14uvag00055945,2498069.429,1116978.196,422.5
ch14uvag00236498,ch:1:sloid:76105::62,,62,,,20220207,,20220508,ch14uvag00063662,2702296,1241722,531.7
ch14uvag00236466,ch:1:sloid:95265::60,,60,,,20220207,,20220508,ch14uvag00049599,2704100,1243964,597.8
ch14uvag00236489,ch:1:sloid:76105::51,,51,,,20220207,,20220508,ch14uvag00063662,2702316,1241722,531.1
ch14uvag00233320,ch:1:sloid:76090::51,,51,,,20220207,,20220508,ch14uvag00056682,2704407,1231386,408.5
ch14uvag00225992,ch:1:sloid:75997::50,,50,,,20220207,,20220508,ch14uvag00063661,2703516,1242509,549
ch14uvag00225954,ch:1:sloid:75996::51,,51,,,20220207,,20220508,ch14uvag00063677,2703052,1242168,545
ch14uvag00225993,ch:1:sloid:75997::51,,51,,,20220207,,20220508,ch14uvag00063661,2703431,1242428,547.4
ch14uvag00226343,ch:1:sloid:90736::50,,50,,,20220207,,20220508,ch14uvag00055213,2686370,1236451,444.3
ch14uvag00234893,ch:1:sloid:90111:0:11,,11,,,20190722,,20220508,ch14uvag00040634,2600556.857,1199384.959,502.4
ch14uvag00244547,ch:1:sloid:74414:0:01,,1,,,20211212,,20220508,ch14uvag00223817,2759344,1221751,952
ch14uvag00235199,ch:1:sloid:91291::12,,12,,,20220207,,20220508,ch14uvag00065235,2682851,1249213,428.7
ch14uvag00236460,ch:1:sloid:91284::21,,21,,,20220207,,20220508,ch14uvag00065228,2678232,1249375,407.6
ch14uvag00235192,ch:1:sloid:91292::11,,11,,,20220207,,20220508,ch14uvag00065236,2682656,1249608,437.9
ch14uvag00231596,ch:1:sloid:95458:0:695731,,bugn00,25.00,13.00,20200106,,20220508,ch14uvag00053385,2494985.294,1121405.153,427.6
ch14uvag00240952,ch:1:sloid:92476:0:01,,1,,,20210401,,20220508,ch14uvag00041119,2583161,1219869,472
ch14uvag00237349,ch:1:sloid:77328::1,,1,,,20210201,,20220508,ch14uvag00055169,2651316.48215,1222588.80258,522.3
ch14uvag00238912,ch:1:sloid:94423::2,,2_BAU,,,20210201,,20220508,ch14uvag00043343,2758167.10939,1191214.53656,573.4
ch14uvag00233848,ch:1:sloid:91216::10,,10,,,20220207,,20220508,ch14uvag00065158,2682289,1244724,428.1
ch14uvag00236191,ch:1:sloid:78174:1:3,,3,,,20200703,,20220508,ch14uvag00038811,2607863.78,1266956.651,279.2
ch14uvag00229001,ch:1:sloid:93111:0:485432,,fosa02,36.00,12.00,20200106,,20220508,ch14uvag00061361,2503712.399,1115562.245,401.9
ch14uvag00230114,ch:1:sloid:90956::51,,51,,,20220207,,20220508,ch14uvag00064040,2693617,1262990,410.3
ch14uvag00231550,ch:1:sloid:89459:1:1,,1,,,20200703,,20220508,ch14uvag00057172,2616683.109,1270730.84,303.8
ch14uvag00231523,ch:1:sloid:4881:0:15249,21,21,23.00,16.00,20201213,,20220508,ch14uvag00046341,2578018,1183668,622
ch14uvag00229864,ch:1:sloid:73574::51,,51,,,20220207,,20220508,ch14uvag00063066,2692505,1231888,449.5
ch14uvag00238396,ch:1:sloid:94410::1,,1,,,20210201,,20220508,ch14uvag00043321,2760138.03148,1192933.7404,618.4
ch14uvag00228063,ch:1:sloid:2472:0:1,,1,,,20190101,,20220508,ch14uvag00222387,2606989.084,1227638.031,428.913
ch14uvag00228073,ch:1:sloid:88101:1:4,,11,,,20010610,,20220508,ch14uvag00044975,2616056.005,1172933.871,576.8
ch14uvag00243828,ch:1:sloid:72575:0:01,,1,,,20200507,,20220508,ch14uvag00049711,2663490.926,1260405.052,376.5
ch14uvag00231808,ch:1:sloid:92759:0:383392,,oula00,20.00,15.00,20200106,,20220508,ch14uvag00043591,2494994.295,1113894.141,427.2
ch14uvag00232020,ch:1:sloid:87061:0:677339,,rive01,30.00,15.00,20190101,,20220508,ch14uvag00046881,2500814.473,1117489.177,378.2
ch14uvag00243097,ch:1:sloid:5271::113701,,1,,,20211212,,20220508,ch14uvag00051554,2714083,1146084,875.3
ch14uvag00241471,ch:1:sloid:92477:0:02,,2,,,20210401,,20220508,ch14uvag00041129,2585499,1221453,455.3
ch14uvag00241118,ch:1:sloid:8961::89612,,89612,12.00,4.00,20210101,,20220508,ch14uvag00042562,2622336,1228549,470
ch14uvag00236048,ch:1:sloid:95899::21,,21,,,20220207,,20220508,ch14uvag00166307,2681584,1252103,458.8
ch14uvag00227336,ch:1:sloid:7179:1:1,,10,,,20041212,,20220508,ch14uvag00060897,2627336.336,1170725.28,609.4
ch14uvag00229968,ch:1:sloid:96:1:3,,3,,,20200703,,20220508,ch14uvag00044579,2612842.103,1265191.833,284.3
ch14uvag00227550,ch:1:sloid:88755:1:2,,2,,,20200703,,20220508,ch14uvag00044558,2613532.417,1258972.356,366.2
ch14uvag00238336,ch:1:sloid:89785::1,,1,,,20210201,,20220508,ch14uvag00052435,2664859.11873,1212327.45146,456.9
ch14uvag00227928,ch:1:sloid:76794:1:3,,11,,,19990101,,20220508,ch14uvag00056183,2608034.719,1174266.728,699.8
ch14uvag00237211,ch:1:sloid:89669::2,,2,,,20210201,,20220508,ch14uvag00044731,2668332.72473,1214628.13824,435.1
ch14uvag00231608,ch:1:sloid:93191:0:273392,,vxbo00,,,20200106,,20220508,ch14uvag00062526,2502110.282,1125890.216,374.6
ch14uvag00227558,ch:1:sloid:5169:1:1,,1,,,20200703,,20220508,ch14uvag00222616,2632923.411,1251861.341,640.4
ch14uvag00244733,ch:1:sloid:74380:0:02,,2,,,20211212,,20220508,ch14uvag00223798,2758851,1232724,586
ch14uvag00244753,ch:1:sloid:74417:0:01,,1,,,20211212,,20220508,ch14uvag00223786,2758360,1221596,458
ch14uvag00244750,ch:1:sloid:74394:0:02,,2,,,20211212,,20220508,ch14uvag00223773,2758189,1221577,458
ch14uvag00228552,ch:1:sloid:76573:1:2,,11,,,20141214,,20220508,ch14uvag00045632,2615783.057,1182703.989,840.6
ch14uvag00232977,ch:1:sloid:91037::20,,20,,,20220207,,20220508,ch14uvag00064981,2679033,1247693,429.5
ch14uvag00236307,ch:1:sloid:93194:0:896072,,cver00,18.00,15.00,20200106,,20220508,ch14uvag00062543,2499796.436,1114365.246,420.8
ch14uvag00233189,ch:1:sloid:76195::1,,1,,,20220207,,20220508,ch14uvag00065241,2683761,1246668,408.4
ch14uvag00232061,ch:1:sloid:92786:0:987131,,bsej00,8.00,17.00,20200106,,20220508,ch14uvag00046765,2500503.463,1116076.206,404.5
ch14uvag00232141,ch:1:sloid:89445:1:2,,2,,,20200703,,20220508,ch14uvag00057157,2615009.977,1268897.534,268.5
ch14uvag00225881,ch:1:sloid:3155::50,,50,,,20220207,,20220508,ch14uvag00062928,2693980,1248371,450.2
ch14uvag00225730,ch:1:sloid:3382::50,,50,,,20220207,,20220508,ch14uvag00049166,2697276,1251589,508.9
ch14uvag00235655,ch:1:sloid:91394::20,,20,,,20220207,,20220508,ch14uvag00065340,2685057,1247278,482.9
ch14uvag00232328,ch:1:sloid:3063::0,,0,,,20220207,,20220508,ch14uvag00048654,2694170,1240199,559.3
ch14uvag00231819,ch:1:sloid:96115::50,,50,,,20220207,,20220508,ch14uvag00220745,2691355,1227597,714.8
ch14uvag00244784,ch:1:sloid:80163:0:01,,1,,,20211212,,20220508,ch14uvag00223825,2759491,1227985,771
ch14uvag00242684,ch:1:sloid:5858::304701,,1,,,20211212,,20220508,ch14uvag00053688,2704351,1114504,398.5
ch14uvag00242690,ch:1:sloid:8245::344301,,1,,,20211212,,20220508,ch14uvag00225283,2702080,1113961,226.6
ch14uvag00231257,ch:1:sloid:92777:0:962138,,alpe00,37.00,15.00,20200106,,20220508,ch14uvag00046756,2500330.494,1118334.167,375.7
ch14uvag00238874,ch:1:sloid:88803::2,,2,,,20210201,,20220508,ch14uvag00057781,2651949.32748,1214858.66589,626.3
ch14uvag00227576,ch:1:sloid:87776:0:2,,2,,,20200703,,20220508,ch14uvag00040590,2604755.484,1195861.619,509.8
ch14uvag00229763,ch:1:sloid:78144:1:1,E,1,,,20200703,,20220508,ch14uvag00040106,2610132.948,1268312.108,267.6
ch14uvag00229759,ch:1:sloid:89029:0:1,,1,,,20190101,,20220508,ch14uvag00048171,2604924.276,1203726.92,655.968
ch14uvag00229777,ch:1:sloid:88489:2:1,B,1,,,20200703,,20220508,ch14uvag00040173,2610898.464,1267397.265,271.9
ch14uvag00244915,ch:1:sloid:94004:0:2,,2,30.00,9.00,20211212,,20220508,ch14uvag00062593,2554650.49517,1145419.72093,374.7
ch14uvag00247763,ch:1:sloid:87588:0:1,,1,,,20220301,,20220508,ch14uvag00042216,2676962,1221577,446
ch14uvag00232046,ch:1:sloid:87050:0:498767,,cops03,,,20200106,,20220508,ch14uvag00039944,2498287.391,1111908.174,472.9
ch14uvag00234660,ch:1:sloid:78152:1:5,,5,,,20200703,,20220508,ch14uvag00041195,2609952.42,1265200.344,298.6
ch14uvag00227565,ch:1:sloid:93513:1:2,,2,,,20200703,,20220508,ch14uvag00061222,2608680.41,1261334.345,303.1
ch14uvag00247748,ch:1:sloid:77597:0:2,,2,,,20220301,,20220508,ch14uvag00055000,2690855,1219810,726
ch14uvag00249561,ch:1:sloid:77212:0:02,,101502,18.00,0.00,20220329,,20220508,ch14uvag00063503,2674862.31417,1209818.56082,474.6
ch14uvag00234220,ch:1:sloid:85161:1:1,,10,,,20180601,,20220508,ch14uvag00222756,2645747.736,1163796.882,1041.9
ch14uvag00235267,ch:1:sloid:91439::51,,51,,,20220207,,20220508,ch14uvag00065386,2682482,1243585,450.6
ch14uvag00237099,ch:1:sloid:77297::1,,1,,,20210201,,20220508,ch14uvag00042364,2649448.54702,1216648.84016,575.4
ch14uvag00247630,ch:1:sloid:2282:0:2,,2,,,20220301,,20220508,ch14uvag00061030,2683862,1225655,566
ch14uvag00226302,ch:1:sloid:90589::80,,80,,,20210720,,20220508,ch14uvag00044666,2689153,1250160,437.5
ch14uvag00227707,ch:1:sloid:78213:1:2,,2,,,20200703,,20220508,ch14uvag00061223,2609257.419,1260741.355,310.5
ch14uvag00230976,ch:1:sloid:87083:0:944691,,plou01,20.00,15.00,20200106,,20220508,ch14uvag00056111,2498014.381,1113868.193,404.5
ch14uvag00228215,ch:1:sloid:76878:1:2,,12,,,19930201,,20220508,ch14uvag00053295,2622272.92,1172581.131,559.7
ch14uvag00228237,ch:1:sloid:17414:1:3,,3,,,20200703,,20220508,ch14uvag00056379,2619074.518,1263386.23,291
ch14uvag00228439,ch:1:sloid:95673:0:995029,,mees00,15.00,15.00,20200106,,20220508,ch14uvag00166201,2506281.43,1122232.229,438.5
